coagulant,round,date,sample,dm_real,dm_expected,dose,volume,ntu,efficiency,removal,supernatant_ph,supernatant_ec,subnatant_proportion,subnatant_perc_dm,subnatant_ph,subnatant_ec,subnatant_gr_dm,dm_to_subnatant,ph_inisup,ph_inisub,ec_inisub,ec_inisup,turb_ini,effluent,subnatant_gr_dm_1000,dose_mg,dm_si,water_ml,supernatant,subnatant,vol_input_corrected,dm_input_corrected,treatment,dm_realgl
tanfloc,2,27/05/2021,4,0.029,0.03,7495.03,24,43.34,0.9909,4729.16,6.22,6440,0.220840797,0.118778281,6.54,2110,22.40633484,0.769083944,6.55,7.09,1273,3470,4772.5,800.53,27.98937559,5999.996366,0.766936637,36,664.03,188.64,852.67,29.13379615,tanfloc,29
tanfloc,2,27/05/2021,5,0.029,0.03,9367.97,30,33.84,0.9929,4738.66,6.13,7050,0.225104886,0.146699945,6.44,2330,28.25734332,0.922362915,6.55,7.09,1273,3470,4772.5,800.6,35.29520774,7499.996782,0.919913348,30,660.7,192.62,853.32,30.63581901,tanfloc,29
tanfloc,2,26/05/2021,1,0.02,0.02,0,0,2948.5,0,0,6.77,2760,0.136521357,0.101330604,7,980,11.32268168,0.717464512,6.77,7,980,2760,2948.5,800.48,14.14486518,0,0.707243259,24,705.65,111.74,817.39,15.78152159,control,20
tanfloc,2,26/05/2021,2,0.02,0.02,4998.13,16,7.56,0.9974,2940.94,6.19,4600,0.177850465,0.120063191,6.71,1670,17.49560821,0.884600678,6.77,7,980,2760,2948.5,800.3,21.86131227,4000.003439,0.874517905,8,672.51,145.72,818.23,19.77797287,tanfloc,20
tanfloc,2,26/05/2021,3,0.02,0.02,5623.24,18,4.21,0.9986,2944.29,6.26,4870,0.18023348,0.114429651,6.54,1776,16.90698093,0.833801434,6.77,7,980,2760,2948.5,800.25,21.12712394,4499.99781,0.82452976,6,670.65,147.75,818.4,20.27698712,tanfloc,20
tanfloc,2,26/05/2021,4,0.02,0.02,6243.99,20,3.34,0.9989,2945.16,6.2,5510,0.183665509,0.109694863,6.36,1916,16.52772499,0.79508996,6.77,7,980,2760,2948.5,800.77,20.63979044,4999.999872,0.786457792,4,666.74,150.67,817.41,20.78723896,tanfloc,20
tanfloc,2,26/05/2021,5,0.02,0.02,6872.51,22,2.62,0.9991,2945.88,6.19,5730,0.183762091,0.108965015,6.33,1962,16.41557945,0.771489448,6.77,7,980,2760,2948.5,800.29,20.5120387,5500.001028,0.763309371,2,667.28,150.65,817.93,21.27777572,tanfloc,20
tanfloc,2,26/05/2021,6,0.02,0.02,7496.35,24,2.83,0.999,2945.67,6.14,5920,0.18899723,0.107563664,6.24,2060,16.65838464,0.764856656,6.77,7,980,2760,2948.5,800.39,20.81283454,6000.003577,0.756930812,0,662.67,154.87,817.54,21.77974723,tanfloc,20
tanfloc,2,21/05/2021,1,0.01,0.01,0,0,1329.5,0,0,6.77,1637,0.081986015,0.081881533,6.89,664,5.443484321,0.679685938,6.77,6.89,664,1637,1329.5,800.21,6.802569727,0,0.680256973,14,743.21,66.48,809.69,8.008822918,control,10
tanfloc,2,21/05/2021,2,0.01,0.01,1874.23,6,1.25,0.9991,1328.25,6.48,2500,0.102812027,0.083969466,6.68,973,7.008931298,0.737004591,6.77,6.89,664,1637,1329.5,800.33,8.757551632,1500.002496,0.737525855,8,727.43,83.47,810.9,9.510023926,tanfloc,10
tanfloc,2,21/05/2021,3,0.01,0.01,2497.13,8,1.23,0.9991,1328.27,6.39,2810,0.106973937,0.093678599,6.49,1115,8.135986291,0.812304718,6.77,6.89,664,1637,1329.5,800.92,10.15830082,2000.00136,0.812850696,6,723.43,86.85,810.28,10.01592888,tanfloc,10
tanfloc,2,21/05/2021,4,0.01,0.01,3123.28,10,1.02,0.9992,1328.48,6.26,3020,0.113273551,0.094339623,6.3,1305,8.675471698,0.825360922,6.77,6.89,664,1637,1329.5,800.44,10.83837851,2499.998243,0.825889451,4,718.29,91.96,810.25,10.51112485,tanfloc,10
tanfloc,2,21/05/2021,5,0.01,0.01,3748.69,12,1.58,0.9988,1327.92,6.18,3310,0.113901279,0.096275474,6.1,1336,8.899704849,0.808364217,6.77,6.89,664,1637,1329.5,800.28,11.1207388,3000.001633,0.808858066,2,716.97,92.44,809.41,11.00952351,tanfloc,10
tanfloc,2,21/05/2021,6,0.01,0.01,4370.85,14,2.24,0.9983,1327.26,6.04,3540,0.117768035,0.107534247,6,1343,10.2835,0.893104696,6.77,6.89,664,1637,1329.5,800.76,12.84217493,3500.001846,0.893626677,0,714.29,95.63,809.92,11.51432754,tanfloc,10
tanfloc,2,17/05/2021,1,0.005,0.005,0,0,744,0,0,7.07,879,0.044999751,0.073964497,7.08,426,2.674556213,0.682297191,7.07,7.08,426,879,744,800.24,3.342192608,0,0.668438522,6,766.36,36.16,802.52,3.919928515,control,5
tanfloc,2,17/05/2021,2,0.005,0.005,624.59,2,0.56,0.9993,743.44,NA,NA,0.069288459,0.073529412,NA,NA,4.096323529,0.926497514,7.07,7.08,426,879,744,800.52,5.11707831,499.9967868,0.909769123,4,747.4,55.71,803.11,4.421300079,tanfloc,5
tanfloc,2,17/05/2021,3,0.005,0.005,936.82,3,0.45,0.9994,743.55,6.6,1440,0.064776572,0.074144487,6.74,601,3.860703422,0.826421011,7.07,7.08,426,879,744,800.58,4.82238305,749.9993556,0.812283857,3,750.07,52.07,802.14,4.671593985,tanfloc,5
tanfloc,2,17/05/2021,4,0.005,0.005,1249.09,4,0.86,0.9989,743.15,6.4,1645,0.068461299,0.072361809,6.59,697,3.984241206,0.809542847,7.07,7.08,426,879,744,800.58,4.976693405,999.9964722,0.796386899,2,747.63,55.06,802.69,4.921593985,tanfloc,5
tanfloc,2,17/05/2021,5,0.005,0.005,1561.21,5,0.51,0.9993,743.49,6.34,1774,0.075036362,0.071428571,6.41,722,4.311428571,0.833611825,7.07,7.08,426,879,744,800.66,5.384843218,1249.998399,0.820708866,1,741.76,60.36,802.12,5.17198586,tanfloc,5
tanfloc,2,17/05/2021,6,0.005,0.005,1872.8,6,0.62,0.9992,743.38,6.21,1904,0.078835492,0.068230277,6.25,752,4.327164179,0.79787553,7.07,7.08,426,879,744,800.94,5.40260716,1500.000432,0.786085316,0,738.95,63.42,802.37,5.423357424,tanfloc,5
tanfloc,3,12/10/2021,1,0.017,0.02,0,0,4210,0,0,6.15,2910,0.089361702,0.121688742,6.06,89.3,8.484139073,0.656995188,6.15,6.06,89.3,2910,4210,764.14,11.10285952,0,0.653109383,20,710.5,69.72,780.22,12.91354826,control,17
tanfloc,3,12/10/2021,2,0.017,0.02,2498.56,8,32.59,0.9923,4177.41,5.67,4430,0.150971105,0.105263158,5.87,146.2,12.98526316,0.83628401,6.15,6.06,89.3,2910,4210,800.46,16.22225116,1999.997338,0.831971754,12,693.66,123.36,817.02,15.52733641,tanfloc,17
tanfloc,3,12/10/2021,3,0.017,0.02,3748.41,12,37.5,0.9911,4172.5,5.46,5140,0.160315149,0.104404568,5.68,154.9,13.68117455,0.827892234,6.15,6.06,89.3,2910,4210,800.34,17.09420315,3000.002459,0.82388015,8,686.27,131.04,817.31,16.52530847,tanfloc,17
tanfloc,3,12/10/2021,4,0.017,0.02,4372.43,14,65.4,0.9845,4144.6,5.36,5460,0.165673304,0.113402062,5.54,162.8,15.35123711,0.901555263,6.15,6.06,89.3,2910,4210,800.47,19.17777944,3499.999042,0.897313943,6,681.58,135.37,816.95,17.0275054,tanfloc,17
tanfloc,3,12/10/2021,5,0.017,0.02,4997.81,16,48.15,0.9886,4161.85,5.25,6250,0.165751666,0.118670886,5.42,172.6,16.08702532,0.917922228,6.15,6.06,89.3,2910,4210,800.35,20.09998791,3999.997234,0.913726771,4,682.21,135.56,817.77,17.52547747,tanfloc,17
tanfloc,3,12/10/2021,6,0.017,0.02,6245.86,20,8.74,0.9979,4201.26,5.08,7020,0.166734987,0.115839243,5.16,197.3,15.07763593,0.813752877,6.15,6.06,89.3,2910,4210,800.53,18.83456701,4999.998306,0.810233178,0,650.41,130.16,780.57,18.52851937,tanfloc,17
tanfloc,3,14/10/2021,1,0.011,0.01,0,0,1505,0,0,6.08,1732,0.055610982,0.093229745,6.12,51.7,4.209322974,0.501019069,6.08,6.12,51.7,1732,1505,800.12,5.260864588,0,0.478260417,14,761.73,45.15,806.88,8.401522484,control,11
tanfloc,3,14/10/2021,2,0.011,0.01,1249.84377,4,4.36,0.9971,1500.64,5.65,2500,0.088923941,0.092771084,5.84,77.3,6.694361446,0.712066689,6.08,6.12,51.7,1732,1505,800.1,8.366905944,1000,0.684221988,10,735.23,72.16,807.39,9.401312477,tanfloc,11
tanfloc,3,14/10/2021,3,0.011,0.01,1874.15663,6,2.14,0.9986,1502.86,5.42,2850,0.091552503,0.09489917,5.59,89.7,7.058600237,0.7126989,6.08,6.12,51.7,1732,1505,800.36,8.81928162,1500,0.686756177,8,732.84,74.38,807.22,9.904042563,tanfloc,11
tanfloc,3,14/10/2021,4,0.011,0.01,2499.343922,8,1.58,0.999,1503.43,5.25,3470,0.09304443,0.097532315,5.35,105.9,7.375393655,0.709004248,6.08,6.12,51.7,1732,1505,800.21,9.216822653,2000,0.684941233,6,731.8,75.62,807.42,10.40246751,tanfloc,11
tanfloc,3,14/10/2021,5,0.011,0.01,3123.399258,10,1.63,0.9989,1503.37,5.14,3510,0.098584093,0.099183197,5.11,113.5,7.9415986,0.728281845,6.08,6.12,51.7,1732,1505,800.41,9.921913269,2500,0.705196715,4,725.83,80.07,805.9,10.90456758,tanfloc,11
tanfloc,3,14/10/2021,6,0.011,0.01,4373.578587,14,1.8,0.9988,1503.2,4.91,4610,0.094997847,0.101321586,4.91,133.6,7.822026432,0.657147891,6.08,6.12,51.7,1732,1505,800.26,9.774356374,3500,0.638914472,0,729.79,77.2,806.99,11.90299253,tanfloc,11
tanfloc,3,14/10/2021,1,0.005,0.005,0,0,801.5,0,0,6.28,892,0.034634987,0.084541063,6.27,40.2,2.361231884,0.555775619,6.28,6.27,40.2,892,801.5,800.26,2.950580916,0,0.590116183,8,778.4,27.93,806.33,4.248534486,control,5
tanfloc,3,14/10/2021,2,0.005,0.005,312.3,1,51.81,0.9354,749.69,6.02,1185,0.049663998,0.083870968,6.1,41.8,3.365741935,0.747965636,6.28,6.27,40.2,892,801.5,800.51,4.204497052,249.999273,0.791464535,7,767.86,40.13,807.99,4.499861721,tanfloc,5
tanfloc,3,14/10/2021,3,0.005,0.005,624.94,2,2.44,0.997,799.06,5.76,1219,0.053431707,0.079254079,6.01,41.7,3.415058275,0.719326285,6.28,6.27,40.2,892,801.5,800.08,4.268396004,500.0019952,0.758834051,6,763.36,43.09,806.45,4.747578876,tanfloc,5
tanfloc,3,14/10/2021,4,0.005,0.005,937.21,3,2.59,0.9968,798.92,5.49,1480,0.059593456,0.082878953,5.68,52.3,3.984820065,0.797206141,6.28,6.27,40.2,892,801.5,800.25,4.979468997,750.0023025,0.838688373,5,758.66,48.08,806.74,4.998481396,tanfloc,5
tanfloc,3,14/10/2021,5,0.005,0.005,1249.58,4,1.68,0.9979,799.82,5.32,1698,0.051983143,0.087179487,5.43,61.4,3.656307692,0.696626976,6.28,6.27,40.2,892,801.5,800.27,4.568842631,1000.001387,0.731063948,4,760.27,41.94,802.21,5.248587575,tanfloc,5
tanfloc,3,14/10/2021,6,0.005,0.005,2499.16,8,11.8,0.9853,789.7,4.85,2580,0.058462072,0.095953757,4.86,73,4.528057803,0.724653011,6.28,6.27,40.2,892,801.5,800.27,5.658162624,2000.002773,0.754506188,0,759.97,47.19,807.16,6.248587575,tanfloc,5
tanfloc,1,12/03/2021,1,0.02,0.02,0,0,3428,0,0,6.68,2390,0.129369335,0.101921025,7.09,766,11.04110459,0.701077122,6.68,7.09,766,2390,3428,800.4,13.7944835,0,0.689724175,40,728.21,108.33,836.54,15.7487732,control,20
tanfloc,1,12/03/2021,2,0.02,0.02,1409.31,4,2225,0.3509,1203,6.52,2720,0.155672886,0.094111462,6.89,915,12.26460568,0.726723558,6.68,7.09,766,2390,3428,800.39,15.323287,1127.997631,0.715730072,36,705.88,130.32,836.2,16.87657644,tanfloc,20
tanfloc,1,12/03/2021,3,0.02,0.02,2819.15,8,821.5,0.7604,2606.5,6.47,2970,0.162983458,0.109019264,6.85,NA,14.89857268,0.827623765,6.68,7.09,766,2390,3428,800.24,18.61763056,2255.996596,0.815877478,32,700.64,136.66,837.3,18.00162502,tanfloc,20
tanfloc,1,12/03/2021,4,0.02,0.02,5637.46,16,4.68,0.9986,3423.32,6.36,3750,0.17255323,0.110531309,6.58,1287,15.9894592,0.789213728,6.68,7.09,766,2390,3428,800.36,19.97783397,4511.997486,0.779243887,24,692.34,144.66,837,20.25998616,tanfloc,20
tanfloc,1,12/03/2021,5,0.02,0.02,7042.69,20,2.21,0.9994,3425.79,6.38,4140,0.175140505,0.113340766,6.52,1320,16.70642884,0.780775164,6.68,7.09,766,2390,3428,800.83,20.86139236,5639.997433,0.771424454,24,692.59,147.4,839.99,21.39723394,tanfloc,20
tanfloc,1,10/03/2021,1,0.01,0.01,0,0,1428.5,0,0,6.82,1310,0.080422659,0.080368906,7.11,458,5.285059289,0.68039565,6.82,7.11,458,1310,1428.5,800.61,6.601290627,0,0.660129063,20,750.44,65.76,816.2,7.767626509,control,10
tanfloc,1,10/03/2021,2,0.01,0.01,704.62,2,637.5,0.5537,791,6.74,1523,0.097662986,0.074054894,6.98,555,5.914023822,0.709977063,6.82,7.11,458,1310,1428.5,800.43,7.388558427,563.9989866,0.690221458,18,736.36,79.86,816.22,8.329880124,tanfloc,10
tanfloc,1,10/03/2021,3,0.01,0.01,1409.15,4,70.36,0.9507,1358.14,6.79,1750,0.096455272,0.090063916,6.87,607,7.099738524,0.798228804,6.82,7.11,458,1310,1428.5,800.48,8.869351544,1127.996392,0.777389336,16,735.74,78.83,814.57,8.894365231,tanfloc,10
tanfloc,1,10/03/2021,4,0.01,0.01,2818.24,8,0.86,0.9994,1427.64,6.64,2200,0.108511289,0.087064677,6.62,722,7.720024876,0.770264826,6.82,7.11,458,1310,1428.5,800.5,9.644003593,2256.00112,0.75236566,12,726.06,88.67,814.73,10.02255927,tanfloc,10
tanfloc,1,10/03/2021,5,0.01,0.01,3524.3,10,0.71,0.9995,1427.79,6.57,2390,0.109571111,0.094050992,6.47,805,8.424147309,0.795987897,6.82,7.11,458,1310,1428.5,800.16,10.52807852,2820.003888,0.778456447,10,724.7,89.57,814.27,10.58326055,tanfloc,10
tanfloc,1,10/03/2021,6,0.01,0.01,7049.47,20,1.56,0.9989,1426.95,6.07,3160,0.120050398,0.090297791,5.68,1126,8.861825168,0.661217221,6.82,7.11,458,1310,1428.5,800.06,11.07645073,5639.998968,0.649665399,0,716.32,98.14,814.46,13.40229033,tanfloc,10
tanfloc,1,23/02/2021,1,0.006,0.005,0,0,776.5,0,0,6.92,829,0.042754259,0.075134168,7.12,268,2.60039356,0.543630481,6.92,7.12,268,829,776.5,800.26,3.249435883,0,0.541572647,12,773.86,34.61,808.47,4.783384398,control,6
tanfloc,1,23/02/2021,2,0.006,0.005,352.5,1,362.3,0.5334,414.2,6.8,920,0.06156963,0.069560378,6.98,323,3.46688926,0.684629644,6.92,7.12,268,829,776.5,800.01,4.333557406,282.003525,0.68218141,11,758.35,49.84,808.19,5.081890076,tanfloc,6
tanfloc,1,23/02/2021,3,0.006,0.005,704.33,2,74.08,0.9046,702.42,6.8,1037,0.077774624,0.06736035,6.93,346,4.245049288,0.793411834,6.92,7.12,268,829,776.5,800.76,5.301275398,563.9992908,0.790724114,10,745.68,63.02,808.7,5.386373042,tanfloc,6
tanfloc,1,23/02/2021,4,0.006,0.005,1408.84,4,0.96,0.9988,775.54,6.63,1243,0.074317655,0.085461178,6.59,417,5.147326733,0.87039606,6.92,7.12,268,829,776.5,800.66,6.428854611,1128.001834,0.867727554,8,748.74,60.23,808.97,5.985775313,tanfloc,6
tanfloc,1,23/02/2021,5,0.006,0.005,1760.61,5,0.66,0.9991,775.84,6.56,1331,0.074428305,0.077294686,6.48,477,4.661642512,0.752245361,6.92,7.12,268,829,776.5,800.86,5.820795785,1410.002125,0.75004359,7,748.2,60.31,808.51,6.28697077,tanfloc,6
tanfloc,1,23/02/2021,6,0.006,0.005,3520.86,10,4.46,0.9943,772.04,5.95,1803,0.079156747,0.078905839,5.77,648,5.063387691,0.665582868,6.92,7.12,268,829,776.5,800.94,6.321806491,2819.997608,0.663995321,2,744.4,64.17,808.57,7.787448953,tanfloc,6
alum,1,28/01/2021,1,0.0055,0.005,0,0,1262,0,0,6.92,679,0.039157744,0.072992701,6.47,256,2.311678832,0.525277657,6.92,6.47,256,679,1262,800.72,2.88700024,0,0.525277657,12,777.32,31.67,808.99,4.400870287,control,5.5
alum,1,28/01/2021,2,0.0055,0.005,458.1829985,1,8.708,0.993099842,1253.292,5.31,890,0.06365645,0.071100917,5.45,349,3.666674312,0.768798903,6.92,6.47,256,679,1262,800.99,4.577678013,367,0.768798903,11,756.84,51.57,808.41,4.769354245,alum,5.5
alum,1,28/01/2021,3,0.0055,0.005,917.3165367,2,7.169,0.994319334,1254.831,4.29,1076,0.067120226,0.06918239,4.42,450,3.760754717,0.732834532,6.92,6.47,256,679,1262,800.16,4.700003396,734,0.732834532,10,752.48,54.36,806.84,5.131792448,alum,5.5
alum,1,28/01/2021,4,0.0055,0.005,2292.345938,5,15.11,0.988026941,1246.89,3.94,1668,0.063507331,0.075085324,4.03,663,3.866894198,0.620230707,6.92,6.47,256,679,1262,800.49,4.830658969,1835,0.620230707,7,756.41,51.5,807.91,6.234606175,alum,5.5
alum,1,28/01/2021,5,0.0055,0.005,3665.738579,8,14.86,0.98822504,1247.14,3.83,2130,0.060055918,0.082926829,3.93,843,4.043512195,0.551035528,6.92,6.47,256,679,1262,800.93,5.048521338,2936,0.551035528,4,759.5,48.76,808.26,7.338024477,alum,5.5
alum,1,28/01/2021,6,0.0055,0.005,5503.211456,12,22.64444444,0.9820567,1239.355556,3.72,2710,0.064335837,0.084864392,3.8,1067,4.435013123,0.503844669,6.92,6.47,256,679,1262,800.26,5.541965265,4404,0.503844669,0,756.76,52.26,809.02,8.802342062,alum,5.5
alum,1,1/02/2021,1,0.0051,0.005,0,0,942.3,0,0,6.89,714,0.03832322,0.072449952,6.64,251,2.246673022,0.551783675,6.89,6.64,251,714,942.3,800.14,2.807849904,0,0.551783675,12,777.22,31.01,808.23,4.071655477,control,5.1
alum,1,1/02/2021,2,0.0051,0.005,91.70758524,0.2,713.7,0.242597899,228.6,6.59,745,0.037466361,0.070921986,6.58,263,2.15248227,0.519142549,6.89,6.64,251,714,942.3,800.37,2.689359009,73.4,0.519142549,11.8,779.08,30.35,809.43,4.146225873,alum,5.1
alum,1,1/02/2021,3,0.0051,0.005,183.3578976,0.4,394,0.581874138,548.3,6.4,806,0.062142919,0.06511254,6.31,281,3.279067524,0.776864897,6.89,6.64,251,714,942.3,800.62,4.095660268,146.8,0.776864897,11.6,758.47,50.36,808.83,4.220898043,alum,5.1
alum,1,1/02/2021,4,0.0051,0.005,274.9372589,0.6,72.27,0.92330468,870.03,6.1,853,0.069371147,0.066231343,6.07,295,3.726175373,0.867404938,6.89,6.64,251,714,942.3,800.91,4.65242708,220.2,0.867404938,11.4,753.11,56.26,809.37,4.29577376,alum,5.1
alum,1,1/02/2021,5,0.0051,0.005,366.6196321,0.8,35.45,0.962379285,906.85,5.7,883,0.056160784,0.077770974,5.78,324,3.540134721,0.810328175,6.89,6.64,251,714,942.3,800.83,4.420582047,293.6,0.810328175,11.2,763.18,45.52,808.7,4.368766666,alum,5.1
alum,1,1/02/2021,6,0.0051,0.005,458.2802627,1,10.77,0.988570519,931.53,5.22,932,0.061087061,0.078481013,5.36,349,3.887164557,0.875070518,6.89,6.64,251,714,942.3,800.82,4.853980366,367,0.875070518,11,759.45,49.53,808.98,4.442115779,alum,5.1
alum,1,2/02/2021,1,0.0109,0.01,0,0,1450.5,0,0,6.92,1379,0.076682393,0.070156503,6.68,454,4.36724231,0.499884805,6.92,6.68,454,1379,1450.5,800.64,5.454689136,0,0.499884817,16,738.13,62.25,800.38,8.736497417,control,10.9
alum,1,2/02/2021,2,0.0109,0.01,624.54,1,185,0.8725,1265.5,6.32,1625,0.095293049,0.089030989,6.37,522,6.910585342,0.748226655,6.92,6.68,454,1379,1450.5,800.59,8.631865677,500.0004786,0.748226633,15,729.93,77.62,807.55,8.79908539,alum,10.9
alum,1,2/02/2021,3,0.0109,0.01,1249.89,2,31.49,0.9783,1419.011111,5.26,1752,0.091482378,0.090419806,5.28,659,6.729041981,0.691557038,6.92,6.68,454,1379,1450.5,800.07,8.410566552,999.9994923,0.691557089,14,733.56,74.42,807.98,8.856462761,alum,10.9
alum,1,2/02/2021,4,0.0109,0.01,1873.57,3,16.77,0.9884,1433.73,4.66,1888,0.105524001,0.097691895,4.66,715,8.40345679,0.82095713,6.92,6.68,454,1379,1450.5,800.61,10.49631755,1499.998878,0.820957236,13,725.19,86.02,811.21,8.925575496,alum,10.9
alum,1,2/02/2021,5,0.0109,0.01,2499.72,4,23.84,0.9836,1426.66,4.41,2050,0.106376698,0.091282895,4.44,760,7.894144737,0.735673806,6.92,6.68,454,1379,1450.5,800.09,9.866570932,2000.000975,0.735673753,12,724.09,86.48,810.57,8.982872431,alum,10.9
alum,1,2/02/2021,6,0.0109,0.01,4999.31,8,32.01,0.9779,1418.49,4.08,2750,0.097944852,0.092412039,4.15,861,7.372632471,0.579121674,6.92,6.68,454,1379,1450.5,800.11,9.214523592,3999.997924,0.579121778,8,732.5,79.78,812.28,9.235479841,alum,10.9
alum,1,3/02/2021,1,0.0208,0.02,0,0,3553.5,0,0,6.79,2140,0.142188528,0.097826087,6.96,729,11.4123913,0.684687706,6.79,6.96,729,2140,3553.5,800.8,14.25123789,0,0.68468771,24,702.98,116.66,819.64,16.66802428,control,20.8
alum,1,3/02/2021,2,0.0208,0.02,1249.14,2,411.4,0.8842,3142.1,6.28,2630,0.191098647,0.095912456,6.62,901,15.03140006,0.851019228,6.79,6.96,729,2140,3553.5,800.55,18.77634134,999.999027,0.85101928,22,662.45,156.72,819.17,16.78908155,alum,20.8
alum,1,3/02/2021,3,0.0208,0.02,2498.03,4,54.41,0.9847,3499.09,5.37,2940,0.163743758,0.106451613,5.54,936,14.31241935,0.766826339,6.79,6.96,729,2140,3553.5,800.63,17.87644649,1999.997759,0.766826435,20,685.11,134.45,819.56,16.91703275,alum,20.8
alum,1,3/02/2021,4,0.0208,0.02,3123.75,5,43.69,0.9877,3509.81,4.87,3060,0.16833238,0.117227319,5.07,1163,16.21019368,0.846130357,6.79,6.96,729,2140,3553.5,800.32,20.25464024,2499.9996,0.846130379,19,681.76,138.28,820.04,16.97359484,alum,20.8
alum,1,3/02/2021,5,0.0208,0.02,4998.13,8,48.75,0.9863,3504.75,4.24,3520,0.173304602,0.110939908,4.52,1323,15.70354391,0.760181767,6.79,6.96,729,2140,3553.5,800.3,19.62207161,4000.003439,0.760181644,16,677.3,141.55,818.85,17.16250276,alum,20.8
alum,1,3/02/2021,6,0.0208,0.02,7494.29,12,63.41,0.9822,3490.09,3.98,4070,0.17141604,0.114027149,4.03,1389,16.04361991,0.707887869,6.79,6.96,729,2140,3553.5,800.61,20.03924496,6000.003517,0.707887762,12,678.13,140.7,818.83,17.42169132,alum,20.8
alum,1,5/02/2021,1,0.0295,0.03,0,0,5700,0,0,6.67,3500,0.186134566,0.121269362,6.93,1047,18.65971666,0.789040197,6.67,6.93,1047,3500,5700,800.35,23.31444575,0,0.789040185,32,671.93,153.87,825.8,23.64862617,control,29.5
alum,1,5/02/2021,3,0.0295,0.03,2498.94,4,256.8,0.9549,5443.2,5.97,4440,0.243909509,0.133902199,6.37,1433,27.04021004,1.054267834,6.67,6.93,1047,3500,5700,800.34,33.78590354,2000.00164,NA,28,624.32,201.94,826.26,23.90078611,alum,29.5
alum,1,5/02/2021,4,0.0295,0.03,6248.05,10,81.82,0.9856,5618.18,4.38,5160,0.227007713,0.127228164,4.57,1706,23.92652852,0.835258081,6.67,6.93,1047,3500,5700,800.25,29.89881727,5000.002013,0.835258012,22,638.85,188.06,826.91,24.27673895,alum,29.5
alum,1,5/02/2021,5,0.0295,0.03,8745.52,14,95.55,0.9832,5604.45,4.08,5680,0.219425894,0.125902335,4.13,1819,22.87645435,0.74636726,6.67,6.93,1047,3500,5700,800.41,28.58092022,7000.001663,0.74636721,18,644.31,181.7,826.01,24.53407027,alum,29.5
alum,1,5/02/2021,6,0.0295,0.03,9996.38,16,112.8,0.9802,5587.2,4,5950,0.213211328,0.126574803,4.04,1842,22.35564173,0.706409624,6.67,6.93,1047,3500,5700,800.29,27.93442593,8000.00295,0.706409549,16,650.01,176.62,826.63,24.65661187,alum,29.5
alum,2,10/05/2021,1,0.0048,0.005,0,0,698.9,0,0,6.93,944,0.052460081,0.066743383,6.96,378,2.804556962,0.736721471,6.93,6.96,378,944,698.9,800.49,3.503550278,0,0.736721471,4,757.94,42.02,799.96,3.806807692,control,4.8
alum,2,10/05/2021,2,0.0048,0.005,229.3119392,0.5,317.8,0.545285449,381.1,6.34,1041,0.054017623,0.066757493,6.61,437,2.889264305,0.724303623,6.93,6.96,378,944,698.9,800.22,3.61058747,183.5,0.724303623,3.5,757.03,43.28,800.31,3.989023681,alum,4.8
alum,2,10/05/2021,3,0.0048,0.005,458.75,1,16.56,0.976305623,682.34,5.63,1189,0.054920651,0.086801427,5.86,439,3.820998811,0.915982133,6.93,6.96,378,944,698.9,800,4.776248514,367,0.915982133,3,755.96,44.02,799.98,4.17147745,alum,4.8
alum,2,10/05/2021,4,0.0048,0.005,916.7665867,2,9.86,0.985892116,689.04,4.46,1372,0.061020752,0.082177161,4.47,585,4.02339381,0.885913284,6.93,6.96,378,944,698.9,800.64,5.025222085,734,0.885913284,2,751.81,48.96,800.77,4.541521032,alum,4.8
alum,2,10/05/2021,5,0.0048,0.005,1374.754954,3,14.36,0.979453427,684.54,4.18,1672,0.058304283,0.083333333,4.19,679,3.9025,0.794868873,6.93,6.96,378,944,698.9,800.87,4.872825802,1101,0.794868873,1,754.56,46.83,801.39,4.909614819,alum,4.8
alum,2,10/05/2021,6,0.0048,0.005,1833.052382,4,15.08,0.978423237,683.82,4.07,1823,0.061823706,0.076086957,4.09,753,3.777717391,0.715948694,6.93,6.96,378,944,698.9,800.85,4.717134783,1468,0.715948694,0,750.97,49.65,800.62,5.276519707,alum,4.8
alum,2,11/05/2021,1,0.0104,0.01,0,0,1277,0,0,6.72,1582,0.086412202,0.08342246,6.96,546,5.775336898,0.692994441,6.72,6.96,546,1582,1277,800.05,7.218719953,0,0.692994441,4,730.78,69.23,800.01,8.333886325,control,10.4
alum,2,11/05/2021,2,0.0104,0.01,916.5948626,2,32.3,0.974706343,1244.7,5.69,2010,0.091433843,0.093727469,5.94,786,6.873972603,0.757412912,6.72,6.96,546,1582,1277,800.79,8.583989065,734,0.757412912,2,727.63,73.34,800.97,9.075594688,alum,10.4
alum,2,11/05/2021,3,0.0104,0.01,1146.187288,2.5,16.72,0.986906813,1260.28,5.18,2050,0.097674129,0.102097902,5.26,824,7.996307692,0.863917878,6.72,6.96,546,1582,1277,800.48,9.98939098,917.5000003,0.863917878,1.5,721.64,78.32,799.96,9.255865509,alum,10.4
alum,2,11/05/2021,4,0.0104,0.01,1374.686294,3,13.35,0.98954581,1263.65,4.76,2130,0.097635127,0.086659065,4.78,747,6.790604333,0.719050827,6.72,6.96,546,1582,1277,800.91,8.478610996,1101,0.719050827,1,723.53,78.36,801.89,9.443844693,alum,10.4
