coagulant,round,date,sample,dm_real,dm_expected,dose,volume,ntu,efficiency,removal,supernatant_ph,supernatant_ec,subnatant_proportion,subnatant_perc_dm,subnatant_ph,subnatant_ec,subnatant_gr_dm,dm_to_subnatant,ph_inisup,ph_inisub,ec_inisub,ec_inisup,turb_ini,effluent,subnatant_gr_dm_1000,dose_mg,dm_si,water_ml,supernatant,subnatant,vol_input_corrected,dm_input_corrected,treatment,dm_realgl
alum,2,11/05/2021,5,0.0104,0.01,1605.364128,3.5,12.46,0.990242756,1264.54,4.5,2210,0.097367008,0.107055961,4.42,832,8.349294404,0.867980428,6.72,6.96,546,1582,1277,800.13,10.43492233,1284.5,0.867980428,0.5,720.59,77.99,798.58,9.619219662,alum,10.4
alum,2,11/05/2021,6,0.0104,0.01,1833.624781,4,14.89,0.988339859,1262.11,4.32,2320,0.100656755,0.091231627,4.23,916,7.36877851,0.751332319,6.72,6.96,546,1582,1277,800.6,9.204070085,1468,0.751332319,0,719.37,80.77,800.14,9.807615514,alum,10.4
alum,2,13/05/2021,1,0.0203,0.02,0,0,3223.5,0,0,6.77,2680,0.146310243,0.094877506,6.75,906,11.16992873,0.68991098,6.77,6.75,906,2680,3223.5,800.56,13.95264406,0,0.68797268,8,685.83,117.73,803.56,16.23600624,control,20.3
alum,2,13/05/2021,2,0.0203,0.02,1375.545033,3,158.6,0.950798821,3064.9,6,3110,0.160830204,0.116096025,6.17,1111,15.01469894,0.868486132,6.77,6.75,906,2680,3223.5,800.41,18.75875981,1101,0.866201109,5,673.83,129.33,803.16,17.33396412,alum,20.3
alum,2,13/05/2021,3,0.0203,0.02,1834.747722,4,66.57,0.979348534,3156.93,5.69,3230,0.153418697,0.114389234,5.74,1194,14.11677536,0.79984945,6.77,6.75,906,2680,3223.5,800.11,17.64354321,1468,0.797788708,4,678.88,123.41,802.29,17.69487988,alum,20.3
alum,2,13/05/2021,4,0.0203,0.02,2292.947468,5,44.29,0.986260276,3179.21,5.25,3300,0.157438242,0.118094476,5.27,1227,14.96257006,0.830343806,6.77,6.75,906,2680,3223.5,800.28,18.69666874,1835,0.828247922,3,676.26,126.7,802.96,18.06532761,alum,20.3
alum,2,13/05/2021,5,0.0203,0.02,2750.952589,6,35.61,0.988953001,3187.89,4.9,3420,0.159866312,0.113561708,4.89,1291,14.61198498,0.794554244,6.77,6.75,906,2680,3223.5,800.45,18.25471295,2202,0.792588579,2,673.53,128.67,802.2,18.43577535,alum,20.3
alum,2,13/05/2021,6,0.0203,0.02,3668.30341,8,40.39,0.987470141,3183.11,4.43,3630,0.165586431,0.124705882,4.41,1421,16.63077647,0.869694551,6.77,6.75,906,2680,3223.5,800.37,20.77886036,2936,0.867625408,0,669.52,133.36,802.88,19.16815289,alum,20.3
alum,2,14/05/2021,1,0.031,0.03,0,0,5605,0,0,6.71,4170,0.16070126,0.132194245,6.83,847,17.18260791,0.70291036,6.71,6.83,847,4170,5605,800.58,21.46269943,0,0.69331023,14,677.86,129.98,807.84,24.7834334,control,31
alum,2,14/05/2021,2,0.031,0.03,1833.487373,4,352,0.93719893,5253,6,4450,0.241959408,0.117340686,6.4,1625,22.96943934,0.886324218,6.71,6.83,847,4170,5605,800.66,28.68813147,1468,0.874895945,10,612.23,195.75,807.98,26.25390994,alum,31
alum,2,14/05/2021,3,0.031,0.03,3668.257578,8,72.98,0.986979483,5532.02,5.03,5070,0.21034095,0.124166049,5.06,1721,21.13430319,0.77203379,6.71,6.83,847,4170,5605,800.38,26.40533645,2936,0.762606669,6,637.14,170.21,807.35,27.71324203,alum,31
alum,2,14/05/2021,4,0.031,0.03,4586.066854,10,66.07,0.98821231,5538.93,4.58,5150,0.204953813,0.130048166,4.62,2.02,21.55418303,0.766919786,6.71,6.83,847,4170,5605,800.25,26.93431182,3670,0.757796931,4,640.87,165.74,806.61,28.44321764,alum,31
alum,2,14/05/2021,5,0.031,0.03,5503.830436,12,75.05,0.986610169,5529.95,4.38,5450,0.21008341,0.123835805,4.47,1556,21.02236633,0.729021113,6.71,6.83,847,4170,5605,800.17,26.27237503,4404,0.720567366,2,635.77,169.76,805.53,29.17474109,alum,31
alum,2,14/05/2021,6,0.031,0.03,6418.568627,14,83.65,0.985075825,5521.35,4.19,5680,0.206270607,0.135890411,4.33,1971,22.69913425,0.767375931,6.71,6.83,847,4170,5605,800.49,28.35654943,5138,0.758695206,0,640.33,167.04,807.37,29.91864728,alum,31
alum,3,13/07/2021,1,0.0049,0.005,0,0,946.5,0,0,6.82,255,0.043114098,0.069518717,6.95,NA,2.426203209,0.621690308,6.82,6.95,292,255,946.5,800.56,3.030632568,0,0.621690308,12,773.49,34.9,808.39,3.902591334,control,4.9
alum,3,13/07/2021,2,0.0049,0.005,275.2087187,0.6,367,0.612255679,579.5,5.97,917,0.065925239,0.060840708,6.22,NA,3.24585177,0.787704512,6.82,6.95,292,255,946.5,800.12,4.056706207,220.2,0.787704512,11.4,754.79,53.35,808.14,4.12064641,alum,4.9
alum,3,13/07/2021,3,0.0049,0.005,916.5719709,2,15.29,0.983845747,931.21,4.21,1243,0.055367678,0.083729781,4.31,NA,3.756117983,0.809890433,6.82,6.95,292,255,946.5,800.81,4.69039845,734,0.809890433,10,763.88,44.86,808.74,4.63781004,alum,4.9
alum,3,13/07/2021,4,0.0049,0.005,1605.58486,3.5,17.33,0.981690438,929.17,3.9,1323,0.053311614,0.083586626,3.98,NA,3.610942249,0.696493559,6.82,6.95,292,255,946.5,800.02,4.513564972,1284.5,0.696493559,8.5,765.57,43.2,808.77,5.184458927,alum,4.9
alum,3,13/07/2021,5,0.0049,0.005,2293.663988,5,20.57,0.978267301,925.93,3.77,1799,0.048721523,0.099455041,3.87,NA,3.928474114,0.684998929,6.82,6.95,292,255,946.5,800.03,4.910408502,1835,0.684998929,7,769.01,39.5,808.51,5.735007675,alum,4.9
alum,3,13/07/2021,6,0.0049,0.005,5504.655959,12,58.01,0.938711041,888.49,3.53,2430,0.043846267,0.113378685,3.63,NA,4.040816327,0.486604666,6.82,6.95,292,255,946.5,800.05,5.05070474,4404,0.486604666,0,774.95,35.64,810.59,8.304105172,alum,4.9
alum,3,1/10/2021,1,0.0052,0.005,0,0,1035.25,0,0,6.4,924,0.025330301,0.093799682,6.35,31.7,1.91163752,0.463675543,6.4,6.35,31.7,924,1035.25,800.37,2.388442245,0,0.463675543,6,783.33,20.38,803.71,4.122791359,control,5.2
alum,3,1/10/2021,2,0.0052,0.005,275.115881,0.6,72.82,0.929659503,962.43,5.17,1088,0.039582325,0.093093093,5.4,38.4,2.967807808,0.683339469,6.4,6.35,31.7,924,1035.25,800.39,3.707952133,220.2,0.683339469,5.4,773.46,31.88,805.34,4.343094381,alum,5.2
alum,3,1/10/2021,3,0.0052,0.005,458.5379262,1,10.19,0.990156967,1025.06,4.67,1219,0.046120422,0.088007737,4.84,47.4,3.269487427,0.728204757,6.4,6.35,31.7,924,1035.25,800.37,4.084969985,367,0.728204757,5,767.09,37.15,804.24,4.489791359,alum,5.2
alum,3,1/10/2021,4,0.0052,0.005,917.1216873,2,7.131,0.993111809,1028.119,4.26,1708,0.051911279,0.091407678,4.32,62,3.820840951,0.786734033,6.4,6.35,31.7,924,1035.25,800.33,4.77408188,734,0.786734033,4,761.72,41.8,803.52,4.856585314,alum,5.2
alum,3,1/10/2021,5,0.0052,0.005,1375.648154,3,7.119,0.9931234,1028.131,4.11,1871,0.048581538,0.092822967,4.17,74.5,3.632162679,0.695325304,6.4,6.35,31.7,924,1035.25,800.35,4.538217878,1101,0.695325304,3,765.19,39.13,804.32,5.223688336,alum,5.2
alum,3,1/10/2021,6,0.0052,0.005,2751.330684,6,9.751,0.990581019,1025.499,3.91,3040,0.045451726,0.101609658,3.95,103.5,3.722977867,0.588646901,6.4,6.35,31.7,924,1035.25,800.34,4.651745342,2202,0.588646901,0,768.22,36.64,804.86,6.324636825,alum,5.2
alum,3,14/07/2021,1,0.0093,0.01,0,0,2191.5,0,0,6.7,1376,0.061314338,0.115591398,6.75,574,5.731021505,0.770561039,6.7,6.75,574,1376,2191.5,800.02,7.163597791,0,0.770561039,12,757.31,49.58,806.89,7.437465973,control,9.3
alum,3,14/07/2021,2,0.0093,0.01,917.1446065,2,102.2,0.953365275,2089.3,5.3,1401,0.09702985,0.080357143,5.57,748,6.316071429,0.772687333,6.7,6.75,574,1376,2191.5,800.31,7.892031124,734,0.772687333,10,729.81,78.6,808.41,8.174161987,alum,9.3
alum,3,14/07/2021,3,0.0093,0.01,1376.146789,3,33.9,0.984531143,2157.6,4.61,1523,0.091102271,0.090128755,4.77,905,6.646094421,0.778337117,6.7,6.75,574,1376,2191.5,800.06,8.306995002,1101,0.778337117,9,732.5,73.74,806.24,8.538837837,alum,9.3
alum,3,14/07/2021,4,0.0093,0.01,1834.014217,4,31.74,0.985516769,2159.76,4.22,1782,0.093264696,0.099630996,4.29,949,7.527121771,0.844863313,6.7,6.75,574,1376,2191.5,800.43,9.403847646,1468,0.844863313,8,732.54,75.55,808.09,8.909277579,alum,9.3
alum,3,14/07/2021,5,0.0093,0.01,2750.608956,6,33.95,0.984508328,2157.55,3.97,2140,0.088261047,0.100465116,3.77,1155,7.190288372,0.745540776,6.7,6.75,574,1376,2191.5,800.55,8.981685556,2202,0.745540776,6,736.73,71.57,808.3,9.644393171,alum,9.3
alum,3,14/07/2021,6,0.0093,0.01,5503.89922,12,63.26,0.971133927,2128.24,3.69,2870,0.081307318,0.119606359,3.75,1647,7.9,0.667073807,6.7,6.75,574,1376,2191.5,800.16,9.873025395,4404,0.667073807,0,743.69,66.05,809.74,11.8427675,alum,9.3
alum,3,30/09/2021,1,0.0098,0.01,0,0,1822,0,0,6.37,1735,0.061686741,0.087591241,6.12,59.9,4.355912409,0.555244779,6.37,6.12,59.9,1735,1822,800.23,5.443325555,0,0.555244779,8,756.43,49.73,806.16,7.845030831,control,9.8
alum,3,30/09/2021,2,0.0098,0.01,917.1904482,2,24.53,0.986536773,1797.47,4.62,2160,0.08583824,0.093120805,4.8,78.6,6.448615772,0.75163747,6.37,6.12,59.9,1735,1822,800.27,8.058050123,734,0.75163747,6,737.5,69.25,806.75,8.57942297,alum,9.8
alum,3,30/09/2021,3,0.0098,0.01,1375.71691,3,18.1,0.990065862,1803.9,4.31,2690,0.091450947,0.093904448,4.4,93,6.93014827,0.774593885,6.37,6.12,59.9,1735,1822,800.31,8.659329847,1101,0.774593885,5,733.17,73.8,806.97,8.946815109,alum,9.8
alum,3,30/09/2021,4,0.0098,0.01,1834.289213,4,17.63,0.99032382,1804.37,4.15,3040,0.088840978,0.093157461,4.22,103,6.679389942,0.717148651,6.37,6.12,59.9,1735,1822,800.31,8.346003351,1468,0.717148651,4,735.36,71.7,807.06,9.313815109,alum,9.8
alum,3,30/09/2021,5,0.0098,0.01,2751.674498,6,22.29,0.987766191,1799.71,4.02,3350,0.090254048,0.100165563,4.06,124.9,7.302069536,0.726781714,6.37,6.12,59.9,1735,1822,800.24,9.124849465,2202,0.726781714,2,734.82,72.9,807.72,10.04712887,alum,9.8
alum,3,30/09/2021,6,0.0098,0.01,3669.678903,8,25.86,0.985806806,1796.14,3.92,3910,0.082710396,0.100244499,3.98,136.9,6.699339853,0.621491099,6.37,6.12,59.9,1735,1822,800.07,8.37344214,2936,0.621491099,0,741.15,66.83,807.98,10.77946228,alum,9.8
alum,3,30/09/2021,1,0.0169,0.02,0,0,2007.5,0,0,6.29,2850,0.090424938,0.10618793,6.13,92.9,7.734728801,0.569184767,6.29,6.13,92.9,2850,2007.5,800.23,9.665632132,0,0.573357072,8,732.68,72.84,805.52,13.49024749,control,16.9
alum,3,30/09/2021,2,0.0169,0.02,1375.820056,3,95.28,0.952537983,1912.22,4.88,3950,0.148455349,0.093959732,5.01,117.3,11.2338255,0.764701316,6.29,6.13,92.9,2850,2007.5,800.25,14.03789503,1101,0.769883859,5,685.79,119.56,805.35,14.59158465,alum,16.9
alum,3,30/09/2021,3,0.0169,0.02,1834.88532,4,49.39,0.97539726,1958.11,4.57,3840,0.150109691,0.094470046,4.64,124,11.44126728,0.760011129,6.29,6.13,92.9,2850,2007.5,800.05,14.30069031,1468,0.765035392,4,685.68,121.11,806.79,14.95521306,alum,16.9
alum,3,30/09/2021,4,0.0169,0.02,2293.463317,5,45.23,0.977469489,1962.27,4.39,4450,0.155121903,0.101311953,4.45,136.4,12.65994169,0.820905268,6.29,6.13,92.9,2850,2007.5,800.1,15.82294924,1835,0.826202145,3,680.58,124.96,805.54,15.32305595,alum,16.9
alum,3,30/09/2021,5,0.0169,0.02,2752.087187,6,45.67,0.977250311,1961.83,4.25,4720,0.157590994,0.103626943,4.3,140.6,13.1865285,0.83515772,6.29,6.13,92.9,2850,2007.5,800.12,16.48068852,2202,0.84042053,2,680.18,127.25,807.43,15.69039311,alum,16.9
alum,3,30/09/2021,6,0.0169,0.02,3669.312004,8,50.5,0.974844334,1957,4.09,4440,0.153431682,0.106875934,4.14,164.4,13.23872197,0.801192255,6.29,6.13,92.9,2850,2007.5,800.15,16.54530022,2936,0.806015434,0,683.42,123.87,807.29,16.42489885,alum,16.9
alum,3,28/09/2021,1,0.0263,0.03,0,0,9090,0,0,5.98,4450,0.138660226,0.128630705,6.01,128.5,14.47352697,0.61981573,5.98,6.01,128.5,4450,9090,800.32,18.08467484,0,0.688241305,14,698.88,112.52,811.4,21.02972732,control,26.3
alum,3,28/09/2021,3,0.0263,0.03,3668.532587,8,71.98,0.992081408,9018.02,4.18,5840,0.2178191,0.12193126,4.24,174,21.56720131,0.820440656,5.98,6.01,128.5,4450,9090,800.32,26.94822235,2936,0.899918497,6,635.07,176.88,811.95,23.96572732,alum,26.3
alum,3,28/09/2021,4,0.0263,0.03,4584.290996,10,73.36,0.991929593,9016.64,4,6260,0.219222396,0.123907863,4.05,183.8,22.08409849,0.817071915,5.98,6.01,128.5,4450,9090,800.56,27.58581304,3670,0.893874701,4,634.66,178.23,812.89,24.70603371,alum,26.3
alum,3,28/09/2021,5,0.0263,0.03,5502.248876,12,74.67,0.991785479,9015.33,3.89,6650,0.219663267,0.129720854,3.93,190.8,23.18630542,0.835311576,5.98,6.01,128.5,4450,9090,800.4,28.96839758,4404,0.911560815,2,634.86,178.74,813.6,25.43582945,alum,26.3
alum,3,28/09/2021,6,0.0263,0.03,6420.493596,14,79.13,0.991294829,9010.87,3.81,7330,0.215338216,0.131746032,3.86,211,23.04633333,0.809003887,5.98,6.01,128.5,4450,9090,800.25,28.798917,5138,0.880777804,0,637.28,174.93,812.21,26.16588795,alum,26.3
alum,4,18/01/2022,1,0.0047,0.005,0,0,818.5,0,0,5.75,865,0.028786823,0.095505618,5.59,414,2.21,0.593468351,5.75,5.59,414,865,818.5,800.05,2.762327355,0,0.593468351,6.5,778.24,23.14,801.38,3.723871702,control,4.7
alum,4,18/01/2022,2,0.0047,0.005,275.2190379,0.6,191.7,0.765791081,626.8,4.93,995,0.042773704,0.082568807,5.19,464,2.842018349,0.720545774,5.75,5.59,414,865,818.5,800.09,3.552123322,220.2,0.720545774,5.9,770.24,34.42,804.66,3.944257884,alum,4.7
alum,4,18/01/2022,3,0.0047,0.005,458.7155963,1,24.8,0.969700672,793.7,4.56,1065,0.048800189,0.088967972,4.76,518,3.493772242,0.854031303,5.75,5.59,414,865,818.5,800.06,4.366887786,367,0.854031303,5.5,763.36,39.27,802.63,4.090918247,alum,4.7
alum,4,18/01/2022,4,0.0047,0.005,917.4082592,2,15.07,0.981588271,803.43,4.16,1284,0.053161098,0.081666667,4.28,716,3.495333333,0.784056627,5.75,5.59,414,865,818.5,800.08,4.368729793,734,0.784056627,4.5,761.13,42.8,803.93,4.458011338,alum,4.7
alum,4,18/01/2022,5,0.0047,0.005,1834.701861,4,20.15,0.975381796,798.35,3.93,1747,0.047339263,0.090352221,4.03,886,3.443323124,0.663166654,5.75,5.59,414,865,818.5,800.13,4.303454594,1468,0.663166654,2.5,765.18,38.11,803.29,5.192244066,alum,4.7
alum,4,18/01/2022,6,0.0047,0.005,2981.465049,6.5,27.03,0.966976176,791.47,3.82,2190,0.044287309,0.096477795,3.88,1053,3.444257274,0.563740431,5.75,5.59,414,865,818.5,800.11,4.304729692,2385.5,0.563740431,0,768.35,35.7,804.05,6.109650975,alum,4.7
alum,4,19/01/2022,1,0.0095,0.01,0,0,1668.5,0,0,5.62,1493,0.063464157,0.098203593,5.47,642,5.033916168,0.665779883,5.62,5.47,642,1493,1668.5,800.06,6.291923316,0,0.665779883,10,752.07,51.26,803.33,7.56093162,control,9.5
alum,4,19/01/2022,2,0.0095,0.01,917.4082592,2,192.3,0.884746779,1476.2,4.45,1559,0.078595918,0.103896104,4.49,679,6.597402597,0.795335341,5.62,5.47,642,1493,1668.5,800.08,8.245928653,734,0.795335341,8,740.06,63.5,803.56,8.295120629,alum,9.5
alum,4,19/01/2022,3,0.0095,0.01,1376.129589,3,27.41,0.983572071,1641.09,4.18,1943,0.08546554,0.102678571,4.33,827,7.096116071,0.819221273,5.62,5.47,642,1493,1668.5,800.07,8.869369019,1101,0.819221273,7,738.63,69.11,807.74,8.662026124,alum,9.5
alum,4,19/01/2022,4,0.0095,0.01,1834.839452,4,22.8,0.986335031,1645.7,4.04,2110,0.08011429,0.096804511,4.1,899,6.270028195,0.694430175,5.62,5.47,642,1493,1668.5,800.07,7.836849519,1468,0.694430175,6,742.67,64.77,807.44,9.029026124,alum,9.5
alum,4,19/01/2022,5,0.0095,0.01,2752.362382,6,28.27,0.983056638,1640.23,3.88,2460,0.080779738,0.104787715,3.93,1056,6.847877145,0.701429651,5.62,5.47,642,1493,1668.5,800.04,8.55941846,2202,0.701429651,4,742.63,65.35,807.98,9.76274261,alum,9.5
alum,4,19/01/2022,6,0.0095,0.01,4586.754652,10,42.29,0.974653881,1626.21,3.73,3060,0.075908732,0.113994439,3.8,1333,7.008378128,0.623987891,5.62,5.47,642,1493,1668.5,800.13,8.759049314,3670,0.623987891,0,746,61.48,807.48,11.23159315,alum,9.5
alum,4,20/01/2022,1,0.0096,0.01,0,0,1918.5,0,0,5.62,1512,0.063680558,0.092945129,5.49,642,4.78481523,0.624399169,5.62,5.49,642,1512,1918.5,800.06,5.980570495,0,0.624399169,10,749.22,51.48,800.7,7.663071102,control,9.6
alum,4,20/01/2022,2,0.0096,0.01,917.3853268,2,58.02,0.969757623,1860.48,4.48,1787,0.079764997,0.097508126,4.66,763,6.288299025,0.748833975,5.62,5.49,642,1512,1918.5,800.1,7.859391357,734,0.748833975,8,742.7,64.49,807.19,8.397454227,alum,9.6
alum,4,20/01/2022,3,0.0096,0.01,1376.095189,3,32.67,0.982971071,1885.83,4.22,1939,0.085427695,0.097087379,4.32,837,6.705825243,0.765124485,5.62,5.49,642,1512,1918.5,800.09,8.381338653,1101,0.765124485,7,739.27,69.07,808.34,8.764358446,alum,9.6
alum,4,20/01/2022,4,0.0096,0.01,1834.88532,4,31.05,0.983815481,1887.45,4.07,2100,0.085377166,0.100102145,4.13,959,6.910051073,0.756770315,5.62,5.49,642,1512,1918.5,800.05,8.637024027,1468,0.756770315,6,738.23,69.03,807.26,9.130975321,alum,9.6
alum,4,20/01/2022,5,0.0096,0.01,2752.293578,6,35.64,0.981422987,1882.86,3.92,2430,0.080702969,0.108267717,3.99,1092,7.06988189,0.716657976,5.62,5.49,642,1512,1918.5,800.06,8.836689611,2202,0.716657976,4,742.02,65.3,807.32,9.865071102,alum,9.6
alum,4,20/01/2022,6,0.0096,0.01,4586.926634,10,54.39,0.971649726,1864.11,3.76,3000,0.074051211,0.107110711,3.83,1322,6.42450045,0.56686164,5.62,5.49,642,1512,1918.5,800.1,8.02962186,3670,0.56686164,0,748.29,59.98,808.27,11.33345423,alum,9.6
alum,4,21/01/2022,1,0.0199,0.02,0,0,4444,0,0,5.4,2200,0.131488573,0.100757576,5.43,902,10.72463636,0.701236721,5.4,5.43,902,2200,4444,800.03,13.40529275,0,0.672630278,12.5,708.11,106.44,814.55,15.29388871,control,19.9
alum,4,21/01/2022,2,0.0199,0.02,1376.07799,3,207,0.953420342,4237,4.55,2440,0.14766865,0.108857336,4.67,950,13.02478026,0.794376679,5.4,5.43,902,2200,4444,800.1,16.27894046,1101,0.764063674,9.5,689.69,119.65,809.34,16.39622687,alum,19.9
alum,4,21/01/2022,3,0.0199,0.02,1834.839452,4,93.37,0.978989649,4350.63,4.33,2520,0.142388192,0.116777531,4.37,1217,13.47379157,0.803798258,5.4,5.43,902,2200,4444,800.07,16.8407659,1468,0.773772258,8.5,694.36,115.38,809.74,16.76265337,alum,19.9
alum,4,21/01/2022,4,0.0199,0.02,2293.663988,5,66.38,0.985063006,4377.62,4.14,2600,0.144984896,0.121019108,4.08,1290,14.23063694,0.830797443,5.4,5.43,902,2200,4444,800.03,17.78762914,1835,0.800403627,7.5,693.14,117.59,810.73,17.12888871,alum,19.9
alum,4,21/01/2022,5,0.0199,0.02,3211.129583,7,54.63,0.987707021,4389.37,3.88,2810,0.141050788,0.117829457,3.78,1142,13.47262016,0.754224044,5.4,5.43,902,2200,4444,800.03,16.84014369,2569,0.727725543,5.5,696.05,114.34,810.39,17.86288871,alum,19.9
alum,4,21/01/2022,6,0.0199,0.02,5734.231644,12.5,69.3,0.984405941,4374.7,3.57,3440,0.131891945,0.125896414,3.56,1499,13.4860239,0.678330562,5.4,5.43,902,2200,4444,800.02,16.85710845,4587.5,0.656841475,0,704.5,107.12,811.62,19.88119754,alum,19.9
alum,4,24/01/2022,1,0.018,0.02,0,0,4651,0,0,5.46,2190,0.107645826,0.10618793,5.5,913,9.269144385,0.642194439,5.46,5.5,913,2190,4651,800.23,11.58310034,0,0.665426961,12.5,721.41,87.29,808.7,14.4335482,control,18
alum,4,24/01/2022,2,0.018,0.02,1375.820056,3,208.9,0.955084928,4442.1,4.59,2420,0.137115868,0.093959732,4.76,955,10.44738255,0.672510061,5.46,5.5,913,2190,4651,800.25,13.05514845,1101,0.695057217,9.5,698.34,111.19,809.53,15.53490893,alum,18
alum,4,24/01/2022,3,0.018,0.02,1834.88532,4,94.73,0.979632337,4556.27,4.39,2490,0.131679578,0.094470046,4.47,1012,10.08467742,0.634324199,5.46,5.5,913,2190,4651,800.05,12.60505896,1468,0.655083726,8.5,703.46,106.75,810.21,15.89830158,alum,18
alum,4,24/01/2022,4,0.018,0.02,2293.463317,5,63.37,0.986374973,4587.63,4.17,2570,0.124169528,0.101311953,4.22,1065,10.18691691,0.626262727,5.46,5.5,913,2190,4651,800.1,12.73205463,1835,0.646281338,7.5,708.66,100.55,809.21,16.26620342,alum,18
alum,4,24/01/2022,5,0.018,0.02,3210.768385,7,57.17,0.98770802,4593.83,3.95,2800,0.146035938,0.103626943,4.07,1165,12.26217617,0.721280544,5.46,5.5,913,2190,4651,800.12,15.3254214,2569,0.74331064,5.5,691.62,118.33,809.95,17.00056415,alum,18
alum,4,24/01/2022,6,0.018,0.02,5733.300006,12.5,74.87,0.983902387,4576.13,3.67,3420,0.147066435,0.106875934,3.77,1465,12.75457399,0.670601404,5.46,5.5,913,2190,4651,800.15,15.94022869,4587.5,0.688850836,0,692,119.34,811.34,19.01960526,alum,18
alum,4,17/01/2022,1,0.0287,0.03,0,0,7195,0,0,5.59,3970,0.148665913,0.12039312,5.59,1954,14.56997543,0.638118138,5.59,5.59,1954,3970,7195,800.16,18.20882752,0,0.634436908,15.5,691.8,121.02,812.82,22.83272415,control,28.7
alum,4,17/01/2022,3,0.0285,0.03,3898.546559,8.5,104.1,0.985531619,7090.9,4.25,4870,0.193331038,0.130763416,4.36,2110,20.56123961,0.792264024,5.59,5.59,1954,3970,7195,800.17,25.69608909,3119.5,0.788240127,7,655.65,157.24,812.89,25.95250951,alum,28.5
alum,4,17/01/2022,4,0.0285,0.03,4586.468045,10,97.3,0.98647672,7097.7,4.14,5090,0.19797821,0.137848606,4.24,2330,22.21843825,0.838327399,5.59,5.59,1954,3970,7195,800.18,27.76680028,3670,0.834157541,5.5,652.73,161.18,813.91,26.50329486,alum,28.5
alum,4,17/01/2022,5,0.0285,0.03,5733.514973,12.5,99.09,0.986227936,7095.91,4,6320,0.193502044,0.133909287,4.09,2530,21.10276458,0.769637875,5.59,5.59,1954,3970,7195,800.12,26.37449955,4587.5,0.765937202,3,656.63,157.59,814.22,27.41908275,alum,28.5
alum,4,17/01/2022,6,0.0285,0.03,7108.936628,15.5,110.4,0.984656011,7084.6,3.88,7400,0.186447326,0.139041634,3.97,2650,21.14823252,0.741468798,5.59,5.59,1954,3970,7195,800.19,26.42901376,5688.5,0.738040508,0,662.88,152.1,814.98,28.52208021,alum,28.5
alum,5,6/04/2023,1,0.0285,0.03,0,0,4121.428571,0,0,7.04,3320,0.237335431,0.102169526,7.2,1148,19.72587033,0.809413098,7.04,7.2,1148,3320,4121.428571,800.16,24.65240743,0,0.836754608,15.5,619.09,193.07,812.16,24.37058455,control,28.5
alum,5,6/04/2023,2,0.0305,0.03,1789.1278,4,383,0.907071057,3738.428571,6.04,4000,0.273329238,0.106190587,6.19,1280,23.62634361,0.915409501,7.04,7.2,1148,3320,4121.428571,800.39,29.51853922,1432,0.944561219,11.5,590.54,222.49,813.03,25.80958969,alum,30.5
alum,5,6/04/2023,3,0.0305,0.03,3802.561699,8.5,58.71111111,0.98575467,4062.71746,4.73,4210,0.29173573,0.107226107,4.77,1590,25.47799534,0.929300141,7.04,7.2,1148,3320,4121.428571,800.25,31.83754494,3043,0.957102944,7,574.9,237.61,812.51,27.41632569,alum,30.5
alum,5,6/04/2023,4,0.0305,0.03,4472.875384,10,55.4375,0.98654896,4065.991071,4.46,4360,0.293335463,0.107594937,4.49,1651,25.68183544,0.918609777,7.04,7.2,1148,3320,4121.428571,800.38,32.08705295,3580,0.945549875,5.5,573.24,238.69,811.93,27.95728512,alum,30.5
alum,5,6/04/2023,5,0.0305,0.03,5593.3305,12.5,60.5,0.985320624,4060.928571,4.24,4740,0.293300303,0.108695652,4.28,1777,25.99565217,0.901295559,7.04,7.2,1148,3320,4121.428571,800.06,32.4921283,4475,0.926883039,3,570.43,239.16,809.59,28.84253884,alum,30.5
alum,5,6/04/2023,6,0.0305,0.03,6934.77636,15.5,62.65714286,0.984797227,4058.771429,4.09,4890,0.289314726,0.112648221,4.13,1808,26.59962451,0.889028178,7.04,7.2,1148,3320,4121.428571,800.17,33.24246661,5549,0.913337168,0,574.62,236.13,810.75,29.91988912,alum,30.5
fes,1,13/01/2021,1,0.005,0.005,0,0,679.5,0,0,6.64,715,0.041381891,0.075229358,6.42,243,2.496110092,0.625489402,6.64,6.42,243,715,679.5,800.04,3.119981616,0,0.625489366,6,766.7,33.18,799.88,3.990651295,control,5
fes,1,13/01/2021,2,0.005,0.005,242.42,2,200.8,0.7045,478.7,5.45,814,0.048661588,0.071925754,5.54,268,2.807262181,0.670655478,6.64,6.42,243,715,679.5,800.28,3.507849979,194.0038776,0.67065482,4,761.11,39.03,800.14,4.18584843,fes,5
fes,1,13/01/2021,3,0.005,0.005,363.69,3,43.29,0.9363,636.21,4.9,863,0.057492461,0.072680078,5.13,340,3.353458793,0.783134121,6.64,6.42,243,715,679.5,800.13,4.191142431,290.9992797,0.783134211,3,753.84,46.14,799.98,4.28210022,fes,5
fes,1,13/01/2021,4,0.005,0.005,484.81,4,7.74,0.9886,671.765,4.44,910,0.064659797,0.077342048,4.82,380,4.008638344,0.915214637,6.64,6.42,243,715,679.5,800.31,5.008856998,387.9982911,0.915214946,2,747.35,51.83,799.18,4.379998072,fes,5
fes,1,13/01/2021,5,0.005,0.005,606.07,5,2.57,0.9962,676.935,4.01,973,0.065556179,0.075249853,4.55,401,3.953627278,0.883166708,6.64,6.42,243,715,679.5,800.24,4.940551932,485.0014568,0.883166375,1,746.23,52.54,798.77,4.476648908,fes,5
